Security Code,Security Id,Security Name,Group,Face Value,Industry,INR
506690,UNICHEMLAB,UNICHEM LABORATORIES LTD.,B ,2,Pharmaceuticals,305.85
540669,UTINEXT50,UTI Nifty Next 50 ETF,B ,10,,305.9
500464,UCALFUEL,UCAL FUEL SYSTEMS LTD.,B ,10,Auto Parts &amp; Equipment,306.95
519600,CCL,CCL PRODUCTS (INDIA) LTD.,B ,2,Tea &amp; Coffee,307
532942,KNRCON,KNR CONSTRUCTIONS LTD.,B ,2,Construction &amp; Engineering,307.6
532848,DELTACORP,DELTA CORP LTD.,A ,1,Misc.Commercial Services,308.2
500171,GHCL,GHCL LTD.,A ,10,Commodity Chemicals,309.75
533284,RPPINFRA,RPP INFRA PROJECTS LTD.,B ,10,Construction &amp; Engineering,311.4
590104,JUNIORBEES,Reliance ETF Junior BeES,B ,1.25,Other Financial Services,313.35
532509,SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$,B ,1,Auto Parts &amp; Equipment,314.75
530365,ORIENTBELL,ORIENT BELL LIMITED-$,B ,10,Furniture-Furnishing-Paints,315.7
531642,MARICO,MARICO LTD.,A ,1,Personal Products,316.2
522074,ELGIEQUIP,ELGI EQUIPMENTS LTD.,B ,1,Industrial Machinery,316.25
500112,SBIN,STATE BANK OF INDIA,A ,1,Banks,317
532174,ICICIBANK,ICICI BANK LTD.,A ,2,Banks,317.2
526435,PERFEPA,PERFECTPAC LTD.,XT,10,Paper &amp; Paper Products,318.2
532674,BASML,BANNARI AMMAN SPINNING MILLS LTD.,B ,10,Textiles,319
500295,VEDL,Vedanta Limited,A ,1,Iron &amp; Steel/Interm.Products,319.15
505160,TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LTD.,B ,10,Auto Parts &amp; Equipment,319.6
532940,JKIL,J.KUMAR INFRAPROJECTS LTD.,B ,5,Construction &amp; Engineering,320
502250,MARATHR,MARATHWADA REFRACTORIES LTD.,XT,10,Construction Materials,321
532929,BRIGADE,BRIGADE ENTERPRISES LTD.,B ,10,Realty,321
540774,IFGLEXPOR,IFGL Refractories Ltd,B ,10,,321.5
502330,IPAPPM,International Paper APPM Limited,B ,10,Paper &amp; Paper Products,323.05
519295,BAMBINO,BAMBINO AGRO INDUSTRIES LTD.,XT,10,Packaged Foods,323.15
500444,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,B ,2,Paper &amp; Paper Products,324.25
533200,TALWALKARS,Talwalkars Better Value Fitness Ltd,B ,10,Other Leisure Facilities,325
519183,ADFFOODS,ADF FOODS LTD.-$,B ,10,Packaged Foods,325.35
506943,JBCHEPHARM,J.B.CHEMICALS &amp; PHARMACEUTICALS LTD.,B ,2,Pharmaceuticals,325.5
500241,KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$,B ,2,Industrial Machinery,327.45
532679,SORILINFRA,SORIL Infra Resources Ltd,B ,10,Department Stores,328.55
513349,AJMERA,AJMERA REALTY &amp; INFRA INDIA LTD.,B ,10,Realty,328.8
500251,TRENT,TRENT LTD.,A ,1,Department Stores,330
539229,MRSS,Majestic Research Services and Solutions Ltd,M ,10,Diversified,330
500280,CENTENKA,CENTURY ENKA LTD.,B ,10,Textiles,331.2
532054,KDDL,KDDL LTD.-$,T ,10,Other Apparels &amp; Accessories,331.75
539487,LICNETFSEN,LIC MF EXCHANGE TRADED FUND- SENSEX,B ,10,,332
532761,HOVS,HOV SERVICES LTD.,T ,10,BPO/KPO,333.3
533080,MOLDTKPAC,Mold-Tek Packaging Limited,B ,5,Containers &amp; Packaging,333.8
505533,WESTLIFE,WESTLIFE DEVELOPMENT LTD.,B ,2,Restaurants,338.5
533088,MHRIL,MAHINDRA HOLIDAYS &amp; RESORTS INDIA LTD.,B ,10,Hotels,338.75
537259,SUYOG,Suyog Telematics Ltd,T ,10,Other Telecom Services,339
531241,LINCPENQ,LINC PEN &amp; PLASTICS LTD.-$,B ,10,Non-Durable Household Prod.,339.85
526797,GREENPLY,GREENPLY INDUSTRIES LTD.,B ,1,Forest Products,339.9
532548,CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,B ,1,Forest Products,339.95
532129,HEXAWARE,HEXAWARE TECHNOLOGIES LTD.,A ,2,IT Consulting &amp; Software,340.2
532985,KTKSENSEX,KOTAK SENSEX ETF,B ,10,Other Financial Services,343
533151,DBCORP,D B Corp Ltd,A ,10,Publishing,343
539872,BAJAJHCARE,Bajaj Healthcare Ltd,M ,10,Pharmaceuticals,344
506109,GENESYS,GENESYS INTERNATIONAL CORPORATION LTD.,B ,5,IT Software Products,344.8
539312,UTISENSETF,UTI- SENSEX ETF,B ,10,,346
540008,BSLSENETFG,BIRLA SUN LIFE SENSEX ETF,B ,10,,348
503169,RUBYMILLS,RUBY MILLS LTD.,B ,5,Textiles,348.4
500096,DABUR,DABUR INDIA LTD.,A ,1,Personal Products,349
536507,FLFL,Future Lifestyle Fashions Ltd,B ,2,Department Stores,349.45
513509,KALYANIFRG,KALYANI FORGE LTD.,T ,10,Auto Parts &amp; Equipment,350.85
524075,ALBERTDA,ALBERT DAVID LTD.-$,B ,10,Pharmaceuticals,352
538683,RELSENSEX,Reliance ETF Sensex,B ,10,,352.19
500125,EIDPARRY,E.I.D.-PARRY (INDIA) LTD.,A ,1,Sugar,352.75
533288,CLARIS,CLARIS LIFESCIENCES LTD.,B ,10,Pharmaceuticals,352.9
555555,SENSEXIWIN,ICICI Prudential Sensex iWIN ETF,B ,10,Other Financial Services,353
502157,MANGLMCEM,MANGALAM CEMENT LTD.,B ,10,Cement &amp; Cement Products,353.5
507880,VIPIND,V.I.P.INDUSTRIES LTD.-$,B ,2,Other Apparels &amp; Accessories,353.55
504093,PANAENERG,PANASONIC ENERGY INDIA COMPANY LTD.-$,XT,10,Non-Durable Household Prod.,355
509820,PAPERPROD,Huhtamaki PPL Limited,B ,2,Containers &amp; Packaging,355
535620,BINNYMILLS,BINNY MILLS LTD.,XT,10,Comm.Trading  &amp; Distribution,355
535276,SBISENSEX,SBI Mutual Fund - SBI Sensex ETF,B ,10,,356.53
540154,IDFSENSEXE,IDFC SENSEX ETF,B ,10,,356.65
500339,RAIN,Rain Industries Ltd,B ,2,Petrochemicals,357.7
532924,KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.,B ,10,Realty,358.7
533106,OIL,OIL INDIA LTD.,A ,10,Exploration &amp; Production,358.75
517569,KEI,KEI INDUSTRIES LTD.,B ,2,Other Elect.Equip./ Prod.,359
538902,DHUNTEAIND,Dhunseri Tea &amp; Industries Ltd,T ,10,Tea &amp; Coffee,359
532923,RJL,RENAISSANCE JEWELLERY LTD.,B ,10,Other Apparels &amp; Accessories,360
532853,ASAHISONG,ASAHI SONGWON COLORS LTD.,B ,10,Specialty Chemicals,362
516072,VISHNU,VISHNU CHEMICALS LTD.,T ,10,Commodity Chemicals,363.25
500235,KSL,KALYANI STEELS LTD.,B ,5,Iron &amp; Steel/Interm.Products,364
534816,INFRATEL,BHARTI INFRATEL LTD.,A ,10,Other Telecom Services,364.85
540402,MANAS,Manas Properties Ltd,M ,10,Realty,365
533336,DHUNINV,DHUNSERI INVESTMENTS LTD.,B ,10,Investment Companies,366
538268,WONDERLA,Wonderla Holidays Ltd,B ,10,Other Leisure Facilities,368
500350,RSWM,RSWM LTD.,B ,10,Textiles,373.5
532483,CANBK,CANARA BANK,A ,10,Banks,374.2
540728,SAYAJIIND,Sayaji Industries Ltd,XT,10,Diversified,374.45
517334,MOTHERSUMI,MOTHERSON SUMI SYSTEMS LTD.,A ,1,Auto Parts &amp; Equipment,374.7
540777,HDFCLIFE,HDFC Standard Life Insurance Company Ltd,B ,10,Life Insurance,377
513375,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,A ,1,Other Industrial Products,377.3
532475,APTECHT,APTECH LTD.,B ,10,IT Training Services,377.5
500405,SUPPETRO,SUPREME PETROCHEM LTD.,B ,10,Petrochemicals,378.85
540366,RADIOCITY,Music Broadcast Ltd,B ,10,Broadcasting &amp; Cable TV,378.85
506655,SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES LTD.,B ,2,Specialty Chemicals,379.5
532714,KEC,KEC INTERNATIONAL LTD.,A ,2,Heavy Electrical Equipment,379.65
533303,BFINVEST,BF INVESTMENT LTD.,B ,5,Holding Companies,379.75
532811,AHLUCONT,AHLUWALIA CONTRACTS (INDIA) LTD.,B ,2,Realty,380
508814,COSMOFILMS,COSMO FILMS LTD.,B ,10,Commodity Chemicals,381.5
515030,ASAHIINDIA,ASAHI INDIA GLASS LTD.,B ,1,Auto Parts &amp; Equipment,382
533293,KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.,B ,2,Auto Parts &amp; Equipment,382.5
514043,HIMATSEIDE,HIMATSINGKA SEIDE LTD.,B ,5,Textiles,383.9
524330,JAYAGROGN,JAYANT AGRO-ORGANICS LTD.,B ,5,Specialty Chemicals,384
523792,MAZDALTD,MAZDA LTD.-$,B ,10,Industrial Machinery,384.25
523127,EIHAHOTELS,EIH ASSOCIATED HOTELS LTD.-$,B ,10,Hotels,385
590107,KOTAKPSUBK,KOTAK MAHINDRA MUTUAL FUND - KOTAK PSU BANK ETF,B ,10,Other Financial Services,385
500336,SURYAROSNI,SURYA ROSHNI LTD.,B ,10,Iron &amp; Steel Products,385.65
539874,UJJIVAN,Ujjivan Financial Services Ltd,A ,10,Finance (including NBFCs),386.15
532926,JYOTHYLAB,JYOTHY LABORATORIES LTD.,B ,1,Household Products,387.3
532254,POLARIS,Polaris Consulting &amp; Services Limited,A ,5,IT Software Products,387.4
540595,TEJASNET,Tejas Networks Ltd,B ,10,Other Telecom Services,388
530047,RAIREKMOH,RAI SAHEB REKHCHAND MOHOTA SPG.&amp; WVG.MILLS LTD.,B ,10,Textiles,389
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,A ,10,Shipping,392.4
533581,PGEL,PG ELECTROPLAST LTD.,B ,10,Consumer Electronics,393.4
532814,INDIANB,INDIAN BANK,A ,10,Banks,393.75
532513,TVSELECT,TVS ELECTRONICS LTD.,T ,10,Storage Media &amp; Peripherals,394
500645,DEEPAKFERT,DEEPAK FERTILISERS &amp; PETROCHEMICALS CORPORATION LTD.,B ,10,Commodity Chemicals,394.45
513605,SRIPIPES,Srikalahasthi Pipes Limited,B ,10,Iron &amp; Steel Products,394.45
540776,5PAISA,5paisa Capital Ltd,B ,10,Other Financial Services,394.55
511431,VAKRANGEE,Vakrangee Limited-$,A ,1,Specialty Retail,395
523704,MASTEK,MASTEK LTD.,B ,5,IT Software Products,395.5
540133,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,B ,10,Life Insurance,395.5
540048,SPAL,S.P. Apparels Ltd,B ,10,Textiles,399
514167,GANECOS,GANESHA ECOSPHERE LTD.,B ,10,Misc.Commercial Services,399.85
500234,KAKATCEM,KAKATIYA CEMENT SUGAR &amp; INDUSTRIES LTD.,B ,10,Cement &amp; Cement Products,400.85
533281,TECHNO,TECHNO ELECTRIC AND ENGINEERING CO. LTD.,B ,2,Heavy Electrical Equipment,400.85
540124,GNA,G N A Axles Ltd,B ,10,Auto Parts &amp; Equipment,401.15
500227,JINDALPOLY,JINDAL POLY FILMS LTD.,B ,10,Commodity Chemicals,401.55
540710,CAPACITE,Capacite Infraprojects Ltd,B ,10,Realty,404.3
532921,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,A ,2,Marine Port &amp; Services,404.45
513108,GANDHITUBE,GANDHI SPECIAL TUBES LTD.-$,B ,5,Iron &amp; Steel Products,408.85
539428,TEJNAKSH,Tejnaksh Healthcare Ltd,M ,10,Healthcare Facilities,410
530965,IOC,INDIAN OIL CORPORATION LTD.,A ,10,Oil Marketing &amp; Distribution,411.2
532710,SADBHAV,SADBHAV ENGINEERING LTD.,A ,1,Construction &amp; Engineering,414
530441,MAHAN,MAHANIVESH (INDIA) LTD.,XT,10,Misc.Commercial Services,417
532515,TVTODAY,TV TODAY NETWORK LTD.,B ,5,Broadcasting &amp; Cable TV,420
590108,PSUBNKBEES,Reliance ETF PSU Bank BeES,B ,10,Other Financial Services,420
540680,KIOCL,KIOCL Ltd,B ,10,,422.45
500570,TATAMOTORS,TATA MOTORS LTD.,A ,2,Commercial Vehicles,423.5
532321,CADILAHC,CADILA HEALTHCARE LTD.,A ,1,Pharmaceuticals,424.75
540679,SMSLIFE,SMS Lifesciences India Ltd,B ,10,,425
500104,HINDPETRO,HINDUSTAN PETROLEUM CORPORATION LTD.,A ,10,Refineries/ Petro-Products,426.65
500110,CHENNPETRO,CHENNAI PETROLEUM CORPORATION LTD.,A ,10,Refineries/ Petro-Products,430
500201,INDIAGLYCO,INDIA GLYCOLS LTD.,B ,10,Commodity Chemicals,430
531426,TNPL,TAMIL NADU NEWSPRINT &amp; PAPERS LTD.,B ,10,Paper &amp; Paper Products,430.4
522275,GET&amp;D,GE T&amp;D India Ltd,A ,2,Electric Utilities,430.55
511676,GICHSGFIN,GIC HOUSING FINANCE LTD.,B ,10,Housing Finance ,430.65
507836,MCCHRLS-B,MAC CHARLES (INDIA) LTD.,Z ,10,Hotels,431
539404,SATIN,Satin Creditcare Network Ltd,B ,10,Finance (including NBFCs),436
539118,VRLLOG*,VRL Logistics Ltd,B ,10,Transportation - Logistics,437.95
531795,ATULAUTO,ATUL AUTO LTD.-$,B ,5,2/3 Wheelers,441.4
531508,EVEREADY,EVEREADY INDUSTRIES INDIA LTD.,B ,5,Non-Durable Household Prod.,442
539207,MANPASAND,Manpasand Beverages Ltd,B ,10,Non-alcoholic Beverages,442.35
506618,PUNJABCHEM,PUNJAB CHEMICALS AND CROP PROTECTION LTD.-$,B ,10,Agrochemicals,443
532633,ALLSEC,ALLSEC TECHNOLOGIES LTD.,B ,10,BPO/KPO,443
534809,PCJEWELLER,PC JEWELLER LTD.,A ,10,Other Apparels &amp; Accessories,443
532872,SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,A ,1,Pharmaceuticals,447.4
521194,SILINV,SIL INVESTMENTS LTD.,T ,10,Other Financial Services,448
516082,NRAGRINDQ,N.R.AGARWAL INDUSTRIES LTD.,B ,10,Paper &amp; Paper Products,450.3
526247,PREMEXPLQ,PREMIER EXPLOSIVES LTD.,B ,10,Specialty Chemicals,451.05
531431,SHAKTIPUMP,SHAKTI PUMPS (INDIA) LTD.-$,B ,10,Industrial Machinery,451.75
532646,UNIPLY,UNIPLY INDUSTRIES LTD.,B ,10,Forest Products,451.8
530759,STERTOOLS,STERLING TOOLS LTD.-$,B ,2,Auto Parts &amp; Equipment,452
540768,MAHLOG,Mahindra Logistics Ltd,B ,10,Transportation - Logistics,452
500380,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,A ,5,Cement &amp; Cement Products,452.05
500101,ARVIND,ARVIND LTD.,A ,10,Textiles,456.2
504741,INDIANHUME,INDIAN HUME PIPE CO.LTD.,B ,2,Cement &amp; Cement Products,456.2
538964,MERCURYLAB,Mercury Laboratories Ltd,XT,10,Pharmaceuticals,460
533398,MUTHOOTFIN,MUTHOOT FINANCE LTD.,A ,10,Finance (including NBFCs),461.5
538685,SHEMAROO,Shemaroo Entertainment Ltd,B ,10,Movies &amp; Entertainment,461.55
537291,NATHBIOGEN,Nath Bio-Genes (India) Ltd,B ,10,Other Agricultural Products,462.2
538666,SHARDACROP,Sharda Cropchem Ltd,B ,10,Agrochemicals,464.7
532313,MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.,B ,10,Realty,470
516064,ARROWGREEN,Arrow Greentech Ltd,B ,10,Plastic Products,472.5
532430,BFUTILITIE,BF UTILITIES LTD.-$,A ,5,Electric Utilities,474.5
532720,M&amp;MFIN,MAHINDRA &amp; MAHINDRA FINANCIAL SERVICES LTD.,A ,2,Finance (including NBFCs),475.55
533273,OBEROIRLTY,OBEROI REALTY LTD.,A ,10,Realty,476.5
500031,BAJAJELEC,BAJAJ ELECTRICALS LTD.-$,A ,2,Household Appliances,477.5
522295,CONTROLPR,CONTROL PRINT LTD.-$,B ,10,Containers &amp; Packaging,480
500111,RELCAPITAL,RELIANCE CAPITAL LTD.,A ,10,Finance (including NBFCs),482.05
500670,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS &amp; CHEMICALS LTD.,A ,10,Fertilizers,482.05
500148,UFLEX,UFLEX LTD.,B ,10,Containers &amp; Packaging,483.1
504614,SARDAEN,SARDA ENERGY &amp; MINERALS LTD.-$,B ,10,Iron &amp; Steel/Interm.Products,483.15
532051,SWELECTES,Swelect Energy Systems Limited-$,B ,10,Heavy Electrical Equipment,483.45
522287,KALPATPOWR,KALPATARU POWER TRANSMISSION LTD.,B ,2,Heavy Electrical Equipment,483.75
532867,V2RETAIL,V2 RETAIL LTD.,B ,10,Department Stores,484.7
517041,ADORWELD,ADOR WELDING LTD.,B ,10,Other Industrial Goods,486
535648,JUSTDIAL,JUST DIAL LTD.,A ,10,Publishing,488.55
533229,BAJAJCORP,BAJAJ CORP LTD.,B ,1,Personal Products,491.75
532755,TECHM,TECH MAHINDRA LTD.,A ,5,IT Consulting &amp; Software,496.4
535467,AIFL,ASHAPURA INTIMATES FASHION LTD.,B ,10,Other Apparels &amp; Accessories,496.6
532983,RPGLIFE,RPG LIFE SCIENCES LTD.,B ,8,Pharmaceuticals,499
500265,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,B ,5,Construction &amp; Engineering,501
511288,GRUH,GRUH FINANCE LTD.,A ,2,Housing Finance ,502.7
523694,APCOTEXIND,APCOTEX INDUSTRIES LTD.,B ,5,Other Industrial Goods,505
532155,GAIL,GAIL (INDIA) LTD.,A ,10,Utilities:Non-Elec.,506.7
511505,CAPITALT,CAPITAL TRUST LTD.,B ,10,Finance (including NBFCs),510.5
522249,MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$,B ,5,Textiles,511.95
540065,RBLBANK,RBL Bank Ltd,A ,10,Banks,513.85
526666,BIL,BHARTIYA INTERNATIONAL LTD.,B ,10,Other Apparels &amp; Accessories,517
500390,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,A ,10,Electric Utilities,519
540497,SCHAND,S Chand and Company Ltd,B ,5,Publishing,520
523708,EIMCOELECO,EIMCO ELECON (INDIA) LTD.,B ,10,Industrial Machinery,521
540544,PSPPROJECT,PSP Projects Ltd,B ,10,Construction &amp; Engineering,521.1
539289,MJCO,Majesco Ltd,B ,5,IT Consulting &amp; Software,521.15
534742,ZUARI,ZUARI AGRO CHEMICALS LTD.,B ,10,Fertilizers,521.95
509635,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,B ,5,Auto Parts &amp; Equipment,522
500187,HSIL,HSIL LTD.,B ,2,Containers &amp; Packaging,522.95
532370,RAMCOSYS,RAMCO SYSTEMS LTD.,B ,10,IT Consulting &amp; Software,523.3
540064,FRETAIL,Future Retail Ltd,A ,2,Department Stores,527.3
523457,LINDEINDIA,Linde India Limited,B ,10,Industrial Gases,528
524715,SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LTD.,A ,1,Pharmaceuticals,528
530117,FAIRCHEM,Fairchem Speciality Ltd,B ,10,Specialty Chemicals,528
532967,KIRIINDUS,KIRI INDUSTRIES LTD.,B ,10,Specialty Chemicals,529.75
533573,APLLTD,ALEMBIC PHARMACEUTICALS LTD.,A ,2,Pharmaceuticals,530
532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,B ,10,Iron &amp; Steel Products,531.7
532189,ITDC,INDIA TOURISM DEVELOPMENT CORPORATION LTD.,B ,10,Hotels,532.1
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,A ,10,Refineries/ Petro-Products,532.45
590062,ANDHRSUGAR,ANDHRA SUGARS LTD.,B ,10,Commodity Chemicals,533.45
532454,BHARTIARTL,BHARTI AIRTEL LTD.,A ,5,Telecom Services,533.55
523445,RIIL,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,B ,10,Construction &amp; Engineering,533.9
532523,BIOCON,BIOCON LTD.,A ,5,Biotechnology,538.5
506076,GRINDWELL,GRINDWELL NORTON LTD.-$,B ,5,Other Industrial Products,540
506395,COROMANDEL,COROMANDEL INTERNATIONAL LTD.,A ,1,Fertilizers,541.4
532888,ASIANTILES,ASIAN GRANITO INDIA LTD.,B ,10,Furniture-Furnishing-Paints,542
539268,SYNGENE,Syngene International Ltd,A ,10,Pharmaceuticals,543.2
505744,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LTD.,B ,10,Auto Parts &amp; Equipment,543.65
539141,UFO,UFO Moviez India Ltd,B ,10,Broadcasting &amp; Cable TV,543.7
504746,INLCM,INDIAN LINK CHAIN MANUFACTURES LTD.,P ,100,Other Industrial Products,546
500089,DICIND,DIC INDIA LTD.,B ,10,Specialty Chemicals,547
531209,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,B ,10,IT Software Products,548.15
540678,COCHINSHIP,Cochin Shipyard Ltd,B ,10,Shipping,551
517354,HAVELLS,HAVELLS INDIA LTD.,A ,1,Other Elect.Equip./ Prod.,551.45
506480,GOCLCORP,GOCL Corporation Ltd-$,B ,2,Oil Marketing &amp; Distribution,551.55
532215,AXISBANK,AXIS BANK LTD.,A ,2,Banks,552.8
532899,KSCL,KAVERI SEED COMPANY LTD.,A ,2,Other Agricultural Products,552.85
500165,KANSAINER,KANSAI NEROLAC PAINTS LTD.,A ,1,Furniture-Furnishing-Paints,553
533121,SQSBFSI,SQS India BFSI Limited,B ,10,IT Consulting &amp; Software,554.65
540222,LAURUSLABS,Laurus Labs Ltd,B ,10,Pharmaceuticals,555
524051,POLYPLEX,POLYPLEX CORPORATION LTD.,B ,10,Commodity Chemicals,561
532605,JBMA,JBM AUTO LTD.,B ,5,Auto Parts &amp; Equipment,561.9
532638,SHOPERSTOP,SHOPPERS STOP LTD.,B ,5,Department Stores,562.6
540212,TCIEXP,TCI Express Ltd,B ,2,Transportation - Logistics,564.75
533138,ASTEC,ASTEC LIFESCIENCES LIMITED,B ,10,Agrochemicals,564.95
531761,AMULEAS,AMULYA LEASING &amp; FINANCE LTD.,XT,10,Finance (including NBFCs),568.95
532296,GLENMARK,GLENMARK PHARMACEUTICALS LTD.,A ,1,Pharmaceuticals,570.65
506390,CLNINDIA,CLARIANT CHEMICALS (INDIA) LTD.,B ,10,Specialty Chemicals,571.35
540743,GODREJAGRO,Godrej Agrovet Ltd,B ,10,Other Agricultural Products,572
532175,CYIENT,Cyient Limited,A ,5,IT Consulting &amp; Software,574
522073,HITECHGEAR,The Hi-Tech Gears Ltd,B ,10,Auto Parts &amp; Equipment,574.4
500253,LICHSGFIN,LIC HOUSING FINANCE LTD.,A ,2,Housing Finance ,575.25
520151,SHREYAS,SHREYAS SHIPPING &amp; LOGISTICS LTD.,B ,10,Shipping,575.6
505537,ZEEL,ZEE ENTERTAINMENT ENTERPRISES LTD.,A ,1,Broadcasting &amp; Cable TV,577.55
523838,SIMPLEXINF,SIMPLEX INFRASTRUCTURES LTD.,B ,2,Construction &amp; Engineering,580
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,A ,1,Auto Parts &amp; Equipment,580.9
508906,EVERESTIND,EVEREST INDUSTRIES LTD.,B ,10,Cement &amp; Cement Products,583.05
540145,VALIANTORG,Valiant Organics Ltd,M ,10,Pharmaceuticals,584
503101,MARATHON,MARATHON NEXTGEN REALTY LTD.,B ,10,Realty,584.7
530199,THEMISMED,THEMIS MEDICARE LTD.,B ,10,Pharmaceuticals,584.95
540180,VBL,Varun Beverages Ltd,B ,10,Containers &amp; Packaging,585
538836,MONTECARLO,Monte Carlo Fashions Ltd,B ,10,Other Apparels &amp; Accessories,588.5
539963,ZEAL,Zeal Aqua Ltd,M ,10,Other Food Products,590
500271,MFSL,Max Financial Services Ltd,A ,2,Life Insurance,590.5
511072,DHFL,DEWAN HOUSING FINANCE CORPORATION LTD.,A ,10,Housing Finance ,593
523367,DCMSHRIRAM,DCM Shriram Limited,B ,2,Diversified,593
532819,MINDTREE,MINDTREE LTD.,A ,10,IT Consulting &amp; Software,594.7
520066,JAYBARMARU,JAY BHARAT MARUTI LTD.,B ,5,Auto Parts &amp; Equipment,598.15
524494,IPCALAB,IPCA LABORATORIES LTD.,A ,2,Pharmaceuticals,599.85
524348,AARTIDRUGS,AARTI DRUGS LTD.,B ,10,Pharmaceuticals,599.9
500087,CIPLA,CIPLA LTD.,A ,2,Pharmaceuticals,600
503100,PHOENIXLTD,The Phoenix Mills Ltd,B ,2,Realty,600
533393,TCIDEVELOP,TCI DEVELOPERS LTD.,T ,10,Realty,606.9
504973,TIFHL,TI Financial Holdings Ltd,A ,1,Auto Parts &amp; Equipment,609.65
532784,SOBHA,Sobha Limited,A ,10,Realty,610.6
530813,KRBL,KRBL LTD.,B ,1,Packaged Foods,612
530549,SHILPAMED,SHILPA MEDICARE LTD.,B ,1,Pharmaceuticals,613.7
500164,GODREJIND,GODREJ INDUSTRIES LTD.,A ,1,Commodity Chemicals,613.8
540769,NIACL,The New India Assurance Company Ltd,B ,5,General Insurance,615.2
533269,WABAG,VA TECH WABAG LTD.,A ,2,Utilities:Non-Elec.,617.5
500214,IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$,XT,10,Industrial Machinery,620
506767,ALKYLAMINE,ALKYL AMINES CHEMICALS LTD.-$,B ,5,Specialty Chemicals,623.2
500650,EXCELINDUS,EXCEL INDUSTRIES LTD.,B ,5,Specialty Chemicals,625
511766,MUTHTFN,MUTHOOT CAPITAL SERVICES LTD.,B ,10,Finance (including NBFCs),629.75
526582,TPLPLAST,TPL PLASTECH LTD.,B ,10,Fibres &amp; Plastics,630
532636,IIFL,IIFL Holdings Limited,A ,2,Other Financial Services,630.15
532934,PPAP,PPAP Automotive Limited,B ,10,Auto Parts &amp; Equipment,630.85
522263,JMCPROJECT,JMC PROJECTS (INDIA) LTD.-$,B ,10,Construction &amp; Engineering,630.9
509055,VISAKAIND,VISAKA INDUSTRIES LTD.,B ,10,Cement &amp; Cement Products,631.3
540749,MASFIN,MAS Financial Services Ltd,B ,10,Finance (including NBFCs),632
532988,RANEENGINE,RANE ENGINE VALVE LTD.,B ,10,Auto Parts &amp; Equipment,634.05
526947,LAOPALA,LA OPALA RG LTD.,B ,2,Houseware,634.7
524742,CAPPL,CAPLIN POINT LABORATORIES LTD.,B ,2,Pharmaceuticals,635.1
531147,ALICON,Alicon Castalloy Limited,B ,5,Aluminium,640.25
533047,IMFA,INDIAN METALS &amp; FERRO ALLOYS LTD.,B ,10,Iron &amp; Steel/Interm.Products,643.5
509488,GRAPHITE,GRAPHITE INDIA LTD.,B ,2,Other Industrial Goods,646.6
500940,FINOLEXIND,FINOLEX INDUSTRIES LTD.,A ,10,Plastic Products,646.95
517544,CENTUM,CENTUM ELECTRONICS LTD.,B ,10,Misc.Commercial Services,647
523301,TCPLPACK,TCPL PACKAGING LTD.-$,B ,10,Paper &amp; Paper Products,647
533179,PERSISTENT,PERSISTENT SYSTEMS LTD.,A ,10,IT Consulting &amp; Software,648.25
500672,NOVARTIND,NOVARTIS INDIA LTD.,B ,5,Pharmaceuticals,649
532541,NIITTECH,NIIT TECHNOLOGIES LTD.,A ,10,IT Consulting &amp; Software,649.45
531921,AGARIND,AGARWAL INDUSTRIAL CORPORATION LTD.,T ,10,Petrochemicals,650
533158,THANGAMAYL,Thangamayil Jewellery Ltd,B ,10,Other Apparels &amp; Accessories,650
532440,MPSLTD,MPS LTD.,B ,10,Comm.Printing/Stationery,652.05
500575,VOLTAS,VOLTAS LTD.,A ,1,Construction &amp; Engineering,652.7
530067,CSLFINANCE,CSL Finance Ltd,XT,10,Finance (including NBFCs),655
